stock_code,name,sector,subsector
088350,한화생명,금융,금융/보험
004990,롯데지주,지주사,지주사
026960,동서,음식료,음식료/음료
214370,케어젠,바이오,바이오/효소
257720,실리콘투,건강미용,건강미용/화장품
489790,한화비전,기계,기계/방위산업
062040,산일전기,에너지,에너지/전기
082740,한화엔진,조선,조선/기자재
001440,대한전선,에너지,에너지/전기
031210,서울보증보험,금융,금융/보험
042670,HD현대인프라코어,기계,기계/건설용
041510,에스엠,엔터,엔터/플랫폼
011170,롯데케미칼,화학,화학/NCC
383220,F&F,섬유패션,섬유패션/의류
005440,현대지에프홀딩스,지주사,지주사
012750,에스원,IT,IT/보안
192820,코스맥스,건강미용,건강미용/화장품
039030,이오테크닉스,반도체,반도체/장비
111770,영원무역,섬유패션,섬유패션/의류
310210,보로노이,바이오,바이오/의약품
462870,시프트업,레저,레저/게임
035900,JYP Ent.,엔터,엔터/플랫폼
002790,아모레퍼시픽홀딩스,지주사,지주사
018670,SK가스,에너지,에너지/가스
263750,펄어비스,레저,레저/게임
139480,이마트,유통운수,유통운수/유통
030000,제일기획,엔터,엔터/콘텐츠
139130,iM금융지주,금융,금융/은행
082270,젬백스,반도체,반도체/소재
001450,현대해상,금융,금융/보험
066970,엘앤에프,자동차,자동차/전기차
004370,농심,음식료,음식료/기호식품
012510,더존비즈온,IT,IT/소프트웨어
068760,셀트리온제약,제약,제약/전문의약품
051600,한전KPS,에너지,에너지/발전
001720,신영증권,금융,금융/증권
028670,팬오션,유통운수,유통운수/운수
000240,한국앤컴퍼니,지주사,지주사
018880,한온시스템,자동차,자동차/부품
161890,한국콜마,건강미용,건강미용/화장품
081660,미스토홀딩스,섬유패션,섬유패션/의류
071970,HD현대마린엔진,조선,조선/기자재
003690,코리안리,금융,금융/보험
361610,SK아이이테크놀로지,자동차,자동차/전기차
000120,CJ대한통운,유통운수,유통운수/운수
403870,HPSP,반도체,반도체/장비
023530,롯데쇼핑,유통운수,유통운수/유통
112610,씨에스윈드,에너지,에너지/발전
008770,호텔신라,유통운수,유통운수/유통
000990,DB하이텍,반도체,반도체/분야
014680,한솔케미칼,반도체,반도체/소재
282330,BGF리테일,유통운수,유통운수/유통
020560,아시아나항공,유통운수,유통운수/운수
140860,파크시스템스,반도체,반도체/장비
065350,신성델타테크,전자,전자/부품
103590,일진전기,에너지,에너지/전기
069620,대웅제약,제약,제약/전문의약품
375500,DL이앤씨,건설,건설/건설
010060,OCI홀딩스,지주사,지주사
006040,동원산업,음식료,음식료/식료품
007340,DN오토모티브,기계,기계/산업용
009970,영원무역홀딩스,지주사,지주사
237690,에스티팜,바이오,바이오/CMO
006280,녹십자,제약,제약/전문의약품
007390,네이처셀,바이오,바이오/의약품
003570,SNT다이내믹스,자동차,자동차/부품
006360,GS건설,건설,건설/건설
004170,신세계,유통운수,유통운수/유통
034230,파라다이스,레저,레저/카지노
204320,HL만도,자동차,자동차/부품
069960,현대백화점,유통운수,유통운수/유통
267270,HD현대건설기계,기계,기계/건설용
047040,대우건설,건설,건설/건설
023590,다우기술,금융,금융/기타
484870,엠앤씨솔루션,기계,기계/방위산업
347850,디앤디파마텍,바이오,바이오/의약품
007310,오뚜기,음식료,음식료/기호식품
005850,에스엘,자동차,자동차/부품
096530,씨젠,의료기기,의료기기/기기
357780,솔브레인,반도체,반도체/소재
336260,두산퓨얼셀,에너지,에너지/전기
122870,와이지엔터테인먼트,엔터,엔터/플랫폼
005290,동진쎄미켐,반도체,반도체/소재
009420,한올바이오파마,제약,제약/전문의약품
294870,HDC현대산업개발,건설,건설/건설
000080,하이트진로,음식료,음식료/음료
293490,카카오게임즈,레저,레저/게임
035760,CJ ENM,엔터,엔터/플랫폼
003090,대웅,지주사,지주사
017960,한국카본,조선,조선/기자재
395400,SK리츠,금융,금융/부동산
007070,GS리테일,유통운수,유통운수/유통
253450,스튜디오드래곤,엔터,엔터/콘텐츠
082640,동양생명,금융,금융/보험
001800,오리온홀딩스,지주사,지주사
011210,현대위아,자동차,자동차/부품
328130,루닛,의료기기,의료기기/솔루션
003540,대신증권,금융,금융/증권
036930,주성엔지니어링,반도체,반도체/장비
073240,금호타이어,자동차,자동차/부품
032350,롯데관광개발,레저,레저/여행
457190,이수스페셜티케미컬,화학,화학/제품
348370,엔켐,자동차,자동차/전기차
240810,원익IPS,반도체,반도체/장비
003530,한화투자증권,금융,금융/증권
012630,HDC,지주사,지주사
020150,롯데에너지머티리얼즈,자동차,자동차/전기차
300720,한일시멘트,건자재,건자재/자재
039200,오스코텍,의료기기,의료기기/용품
085620,미래에셋생명,금융,금융/보험
001120,LX인터내셔널,유통운수,유통운수/유통
004800,효성,지주사,지주사
358570,지아이이노베이션,바이오,바이오/의약품
009450,경동나비엔,생활,생활/가정용품
018290,브이티,건강미용,건강미용/화장품
178320,서진시스템,에너지,에너지/전기
005070,코스모신소재,자동차,자동차/전기차
083650,비에이치아이,에너지,에너지/발전
095340,ISC,반도체,반도체/소재
005300,롯데칠성,음식료,음식료/음료
195940,HK이노엔,제약,제약/전문의약품
137310,에스디바이오센서,의료기기,의료기기/기기
192080,더블유게임즈,레저,레저/게임
285130,SK케미칼,화학,화학/방향족
120110,코오롱인더,화학,화학/방향족
001430,세아베스틸지주,금속,금속/철강
336570,원텍, 의료기기,의료기기/기기
140410,메지온,바이오,바이오/의약품
100090,SK오션플랜트,에너지,에너지/발전
078600,대주전자재료,자동차,자동차/전기차
185750,종근당,제약,제약/전문의약품
089860,롯데렌탈,자동차,자동차/유통
003240,태광산업,화학,화학/방향족
376300,디어유,엔터,엔터/플랫폼
280360,롯데웰푸드,음식료,음식료/기호식품
229640,LS에코에너지,에너지,에너지/전기
000210,DL,지주사,지주사
330590,롯데리츠,금융,금융/부동산
003380,하림지주,지주사,지주사
086900,메디톡스,바이오,바이오/보톡스
112040,위메이드,레저,레저/게임
298020,효성티앤씨,화학,화학/방향족
004000,롯데정밀화학,화학,화학/제품
192400,쿠쿠홀딩스,지주사,지주사
009240,한샘,생활,생활/가구
064760,티씨케이,반도체,반도체/소재
042000,카페24,유통운수,유통운수/유통
100840,SNT에너지,건설,건설/건설
108490,로보티즈,기계,기계/자동화
006120,SK디스커버리,지주사,지주사
071320,지역난방공사,에너지,에너지/발전
030610,교보증권,금융,금융/증권
000500,가온전선,에너지,에너지/전기
067160,SOOP,엔터,엔터/플랫폼
160190,하이젠알앤엠,기계,기계/자동화
004490,세방전지,자동차,자동차/부품
001740,SK네트웍스,스마트폰,스마트폰/유통
204270,제이앤티씨,스마트폰,스마트폰/부품
089030,테크윙,반도체,반도체/장비
098460,고영,전자,전자/제품
213420,덕산네오룩스,디스플레이,디스플레이/소재
353200,대덕전자,전자,전자/제품
181710,NHN,지주사,지주사
030190,NICE평가정보,금융,금융/기타
101490,에스앤에스텍,반도체,반도체/소재
114090,GKL,레저,레저/카지노
323280,태성,전자,전자/제품
084370,유진테크,반도체,반도체/장비
225570,넥슨게임즈,레저,레저/게임
226950,올릭스,바이오,바이오/의약품
036530,SNT홀딩스,지주사,지주사
108320,LX세미콘,반도체,반도체/분야
003030,세아제강지주,지주사,지주사
064960,SNT모티브,자동차,자동차/부품
950210,프레스티지바이오파마,바이오,바이오/CMO
060370,LS마린솔루션,건설,건설/전문
365550,ESR켄달스퀘어리츠,금융,금융/부동산
077970,STX엔진,조선,조선/기자재
298050,HS효성첨단소재,화학,화학/방향족
014820,동원시스템즈,음식료,음식료/포장류
232140,와이씨,반도체,반도체/장비
085660,차바이오텍,의료기기,의료기기/병원
079160,CJ CGV,엔터,엔터/플랫폼
056190,에스에프에이,기계,기계/자동화
036830,솔브레인홀딩스,지주사,지주사
039130,하나투어,레저,레저/여행
290650,엘앤씨바이오,의료기기,의료기기/용품
475150,SK이터닉스,금융,금융/부동산
000670,영풍,금속,금속/비철
001530,DI동일,자동차,자동차/전기차
086450,동국제약,제약,제약/전문의약품
388720,유일로보틱스,기계,기계/자동화
214430,아이쓰리시스템,기계,기계/방위산업
041190,우리기술투자,금융,금융/기타
014620,성광벤드,기계,기계/부품
281740,레이크머티리얼즈,반도체,반도체/소재
137400,피엔티,자동차,자동차/전기차
001680,대상,음식료,음식료/식료품
214320,이노션,엔터,엔터/콘텐츠
499790,GS피앤엘,레저,레저/여행
052400,코나아이,IT,IT/결제
025980,아난티,레저,레저/여행
005180,빙그레,음식료,음식료/음료
200670,휴메딕스,제약,제약/전문의약품
044490,태웅,에너지,에너지/발전
251970,펌텍코리아,건강미용,건강미용/화장품
008730,율촌화학,음식료,음식료/포장류
005250,녹십자홀딩스,지주사,지주사
000640,동아쏘시오홀딩스,지주사,지주사
000070,삼양홀딩스,지주사,지주사
248070,솔루엠,전자,전자/부품
003850,보령,제약,제약/전문의약품
003470,유안타증권,금융,금융/증권
002840,미원상사,화학,화학/제품
381970,케이카,자동차,자동차/유통
005690,파미셀,제약,제약/원료의약품
145720,덴티움,의료기기,의료기기/용품
161580,필옵틱스,자동차,자동차/전기차
417200,LS머트리얼즈,전자,전자/제품
053800,안랩,IT,IT/보안
033500,동성화인텍,조선,조선/기자재
000370,한화손해보험,금융,금융/보험
218410,RFHIC,통신,통신/장비
079900,전진건설로봇,기계,기계/건설용
007700,F&F홀딩스,지주사,지주사
268280,미원에스씨,화학,화학/제품
003620,KG모빌리티,자동차,자동차/제조사
335890,비올,의료기기,의료기기/기기
069260,TKG휴켐스,화학,화학/방향족
451800,한화리츠,금융,금융/부동산
005810,풍산홀딩스,지주사,지주사
025560,미래산업,반도체,반도체/장비
222800,심텍,전자,전자/제품
067310,하나마이크론,반도체,반도체/분야
241710,코스메카코리아,건강미용,건강미용/화장품
082920,비츠로셀,에너지,에너지/전기
031980,피에스케이홀딩스,지주사,지주사
097230,HJ중공업,건설,건설/건설
060250,NHN KCP,IT,IT/결제
002030,아세아,지주사,지주사
057050,현대홈쇼핑,유통운수,유통운수/유통
075580,세진중공업,조선,조선/기자재
002020,코오롱,지주사,지주사
460930,현대힘스,조선,조선/기자재
019170,신풍제약,제약,제약/전문의약품
383800,LX홀딩스,지주사,지주사
009410,태영건설,건설,건설/건설
006650,대한유화,화학,화학/NCC
101730,위메이드맥스,레저,레저/게임
293940,신한알파리츠,금융,금융/부동산
121600,나노신소재,자동차,자동차/전기차
025540,한국단자,자동차,자동차/부품
032190,다우데이타,지주사,지주사
419530,SAMG엔터,엔터,엔터/콘텐츠
030520,한글과컴퓨터,IT,IT/소프트웨어
284740,쿠쿠홈시스,생활,생활/가정용품
032820,우리기술,에너지,에너지/발전
445680,큐리옥스바이오시스템즈,의료기기,의료기기/기기
271940,일진하이솔루스,자동차,자동차/전기차
009520,포스코엠텍,금속,금속/철강
010780,아이에스동서,건설,건설/건설
183300,코미코,반도체,반도체/장비
016380,KG스틸,금속,금속/철강
211050,인카금융서비스,금융,금융/보험
001270,부국증권,금융,금융/증권
005420,코스모화학,자동차,자동차/전기차
249420,일동제약,제약,제약/전문의약품
336370,솔루스첨단소재,자동차,자동차/전기차
002960,한국쉘석유,화학,화학/제품
058970,엠로,IT,IT/소프트웨어
033100,제룡전기,에너지,에너지/전기
064260,다날,IT,IT/결제
440110,파두,반도체,반도체/분야
025320,시노펙스,스마트폰,스마트폰/부품
006730,서부T&D,유통운수,유통운수/유통
005880,대한해운,유통운수,유통운수/운수
067630,HLB생명과학,제약,제약/분야
017940,E1,에너지,에너지/가스
002350,넥센타이어,자동차,자동차/부품
178920,PI첨단소재,화학,화학/제품
006220,제주은행,금융,금융/은행
004690,삼천리,에너지,에너지/발전
460860,동국제강,금속,금속/철강
222080,씨아이에스,자동차,자동차/전기차
014830,유니드,화학,화학/제품
005390,신성통상,섬유패션,섬유패션/의류
161000,애경케미칼,화학,화학/방향족
453340,현대그린푸드,음식료,음식료/유통
272290,이녹스첨단소재,디스플레이,디스플레이/소재
281820,케이씨텍,반도체,반도체/소재
053030,바이넥스,바이오,바이오/CMO
322000,HD현대에너지솔루션,에너지,에너지/발전
319660,피에스케이,반도체,반도체/장비
084110,휴온스글로벌,지주사,지주사
047920,HLB제약,제약,제약/전문의약품
058610,에스피지,기계,기계/자동화
093050,LF,지주사,지주사
001500,현대차증권,금융,금융/증권
003300,한일홀딩스,지주사,지주사
036620,감성코퍼레이션,섬유패션,섬유패션/의류
000400,롯데손해보험,금융,금융/보험
089590,제주항공,유통운수,유통운수/운수
032500,케이엠더블유,통신,통신/장비
145990,삼양사,음식료,음식료/식료품
383310,에코프로에이치엔,반도체,반도체/소재
016800,퍼시스,생활,생활/가구
095660,네오위즈,레저,레저/게임
189300,인텔리안테크,통신,통신/장비
037270,YG PLUS,엔터,엔터/플랫폼
377740,바이오노트,의료기기,의료기기/기기
215200,메가스터디교육,생활,생활/교육
119850,지엔씨에너지,에너지,에너지/전기
023160,태광,기계,기계/부품
001060,JW중외제약,제약,제약/분야
372320,큐로셀,바이오,바이오/의약품
058650,세아홀딩스,지주사,지주사
102710,이엔에프테크놀로지,반도체,반도체/소재
131970,두산테스나,반도체,반도체/분야
017810,풀무원,음식료,음식료/식료품
456040,OCI,에너지,에너지/발전
194480,데브시스터즈,레저,레저/게임
034310,NICE,지주사,지주사
080220,제주반도체,반도체,반도체/분야
344820,KCC글라스,건자재,건자재/내외장재
319400,현대무벡스,기계,기계/자동화
029530,신도리코,전자,전자/제품
099190,아이센스,의료기기,의료기기/기기
097520,엠씨넥스,스마트폰,스마트폰/부품
090460,비에이치,스마트폰,스마트폰/부품
093370,후성,반도체,반도체/소재
204620,글로벌텍스프리,유통운수,유통운수/유통
069080,웹젠,레저,레저/게임
397030,에이프릴바이오,바이오,바이오/의약품
099320,쎄트렉아이,통신,통신/장비
036540,SFA반도체,반도체,반도체/분야
002240,고려제강,금속,금속/철강
348950,제이알글로벌리츠,금융,금융/부동산
475830,오름테라퓨틱,바이오,바이오/의약품
078340,컴투스,레저,레저/게임
095610,테스,반도체,반도체/장비
206650,유바이오로직스,바이오,바이오/의약품
024720,콜마홀딩스,지주사,지주사
052020,에스티큐브,전자,전자/제품
166090,하나머티리얼즈,반도체,반도체/소재
015750,성우하이텍,자동차,자동차/부품
005610,SPC삼립,음식료,음식료/기호식품
340570,티앤엘,의료기기,의료기기/용품
399720,가온칩스,반도체,반도체/분야
306200,세아제강,금속,금속/철강
348210,넥스틴,반도체,반도체/장비
304100,솔트룩스,IT,IT/서비스
272450,진에어,유통운수,유통운수/운수
389260,대명에너지,에너지,에너지/발전
025900,동화기업,건자재,건자재/내외장재
466100,클로봇,기계,기계/자동화
002710,TCC스틸,금속,금속/철강
017860,DS단석,에너지,에너지/발전
059090,미코,반도체,반도체/장비
074600,원익QnC,반도체,반도체/소재
013890,지누스,생활,생활/가구
365340,성일하이텍,자동차,자동차/전기차
389650,넥스트바이오메디컬,의료기기,의료기기/기기
099430,바이오플러스,의료기기,의료기기/기기
004700,조광피혁,섬유패션,섬유패션/피혁
278280,천보,자동차,자동차/전기차
241590,화승엔터프라이즈,섬유패션,섬유패션/잡화
179900,유티아이,스마트폰,스마트폰/부품
034950,한국기업평가,금융,금융/기타
183190,아세아시멘트,건자재,건자재/자재
170900,동아에스티,제약,제약/전문의약품
314930,바이오다인,의료기기,의료기기/기기
124500,아이티센글로벌,금속,금속/비철
030530,원익홀딩스,지주사,지주사
009900,명신산업,자동차,자동차/부품
018250,애경산업,건강미용,건강미용/화장품
403550,쏘카,유통운수,유통운수/운수
458870,씨어스테크놀로지,의료기기,의료기기/기기
098070,한텍,건설,건설/건설
036810,에프에스티,반도체,반도체/장비
448280,에코아이,유통운수,유통운수/유통
220100,퓨쳐켐,의료기기,의료기기/기기
200130,콜마비앤에이치,건강미용,건강미용/건기식
357120,코람코라이프인프라리츠,금융,금융/부동산
215600,신라젠,바이오,바이오/의약품
003280,흥아해운,유통운수,유통운수/운수
105630,한세실업,섬유패션,섬유패션/의류
215000,골프존,레저,레저/스포츠
093320,케이아이엔엑스,IT,IT/서비스
462860,더즌,IT,IT/결제
031430,신세계인터내셔날,섬유패션,섬유패션/의류
131290,티에스이,반도체,반도체/소재
026890,스틱인베스트먼트,금융,금융/기타
016590,신대양제지,생활,생활/제지
035890,서희건설,건설,건설/건설
091810,티웨이항공,유통운수,유통운수/운수
416180,신성에스티,자동차,자동차/전기차
102940,코오롱생명과학,제약,제약/원료의약품
192650,드림텍,스마트폰,스마트폰/부품
424870,이뮨온시아,바이오,바이오/의약품
294570,쿠콘,IT,IT/서비스
092790,넥스틸,금속,금속/철강
127120,제이에스링크,바이오,바이오/의약품
084010,대한제강,금속,금속/철강
195870,해성디에스,반도체,반도체/소재
441270,파인엠텍,스마트폰,스마트폰/부품
432320,KB스타리츠,금융,금융/부동산
046890,서울반도체,디스플레이,디스플레이/LED
130660,한전산업,에너지,에너지/발전
352480,씨앤씨인터내셔널,건강미용,건강미용/화장품
101360,에코앤드림,자동차,자동차/전기차
347700,스피어,의료기기,의료기기/솔루션
448730,삼성FN리츠,금융,금융/부동산
094480,갤럭시아머니트리,IT,IT/결제
450950,아스테라시스,의료기기,의료기기/기기
475560,더본코리아,음식료,음식료/유통
064550,바이오니아,의료기기,의료기기/기기
003520,영진약품,제약,제약/전문의약품
034120,SBS,엔터,엔터/플랫폼
101160,월덱스,반도체,반도체/소재
050890,쏠리드,통신,통신/장비
016610,DB증권,금융,금융/증권
027410,BGF,지주사,지주사
437730,삼현,자동차,자동차/부품
003920,남양유업,음식료,음식료/음료
056080,유진로봇,기계,기계/자동화
072710,농심홀딩스,지주사,지주사
033240,자화전자,스마트폰,스마트폰/부품
065680,우주일렉트로,전자,전자/부품
060980,HL홀딩스,지주사,지주사
003960,사조대림,음식료,음식료/식료품
900140,엘브이엠씨홀딩스,지주사,지주사
041960,코미팜,제약,제약/분야
003160,디아이,반도체,반도체/장비
950170,JTC,유통운수,유통운수/유통
094170,동운아나텍,반도체,반도체/분야
078160,메디포스트,바이오,바이오/의약품
122640,예스티,디스플레이,디스플레이/장비
091700,파트론,스마트폰,스마트폰/부품
020000,한섬,섬유패션,섬유패션/의류
001230,동국홀딩스,지주사,지주사
425420,티에프이,반도체,반도체/장비
084690,대상홀딩스,지주사,지주사
108860,셀바스AI,IT,IT/서비스
171090,선익시스템,디스플레이,디스플레이/장비
079370,제우스,반도체,반도체/장비
402030,코난테크놀로지,IT,IT/소프트웨어
115180,큐리언트,바이오,바이오/의약품
015360,INVENI,에너지,에너지/가스
126560,현대퓨처넷,건강미용,건강미용/화장품
007690,국도화학,화학,화학/방향족
253590,네오셈,반도체,반도체/장비
005090,SGC에너지,에너지,에너지/발전
001940,KISCO홀딩스,지주사,지주사
006390,한일현대시멘트,건자재,건자재/자재
025860,남해화학,화학,화학/제품
194700,노바렉스,건강미용,건강미용/건기식
094360,칩스앤미디어,반도체,반도체/분야
043150,바텍,의료기기,의료기기/용품
308430,셀비온,바이오,바이오/의약품
389470,인벤티지랩,바이오,바이오/의약품
101930,인화정공,조선,조선/기자재
013030,하이록코리아,기계,기계/부품
060280,큐렉소,의료기기,의료기기/기기
001200,유진투자증권,금융,금융/증권
005720,넥센,지주사,지주사
243070,휴온스,제약,제약/전문의약품
256840,한국비엔씨,의료기기,의료기기/기기
025770,한국정보통신,IT,IT/결제
100790,미래에셋벤처투자,금융,금융/기타
455900,엔젤로보틱스,기계,기계/자동화
033270,유나이티드제약,제약,제약/전문의약품
295310,에이치브이엠,금속,금속/비철
003120,일성아이에스,제약,제약/전문의약품
011760,현대코퍼레이션,유통운수,유통운수/유통
038500,삼표시멘트,건자재,건자재/자재
104700,한국철강,금속,금속/철강
082800,비보존 제약,제약,제약/전문의약품
051980,중앙첨단소재,기계,기계/산업용
317330,덕산테코피아,디스플레이,디스플레이/소재
045390,대아티아이,기계,기계/산업용
228760,지노믹트리,의료기기,의료기기/기기
194370,제이에스코퍼레이션,섬유패션,섬유패션/잡화
002310,아세아제지,생활,생활/제지
481070,에이유브랜즈,섬유패션,섬유패션/잡화
051500,CJ프레시웨이,음식료,음식료/유통
083450,GST,반도체,반도체/장비
200880,서연이화,자동차,자동차/부품
095500,미래나노텍,디스플레이,디스플레이/소재
093520,매커스,반도체,반도체/분야
144510,지씨셀,의료기기,의료기기/기기
217270,넵튠,레저,레저/게임
006110,삼아알미늄,금속,금속/비철
115450,HLB테라퓨틱스,바이오,바이오/의약품
126720,수산인더스트리,에너지,에너지/발전
009160,SIMPAC,금속,금속/철강
114190,강원에너지,자동차,자동차/전기차
472850,폰드그룹,섬유패션,섬유패션/패션
206640,바디텍메드,의료기기,의료기기/기기
473980,노머스,엔터,엔터/플랫폼
003800,에이스침대,생활,생활/가구
089010,켐트로닉스,스마트폰,스마트폰/부품
045100,한양이엔지,반도체,반도체/장비
001510,SK증권,금융,금융/증권
136480,하림,음식료,음식료/식료품
452450,피아이이,IT,IT/소프트웨어
035150,백산,섬유패션,섬유패션/피혁
136490,선진,음식료,음식료/식료품
445090,에이직랜드,반도체,반도체/분야
286940,롯데이노베이트,IT,IT/서비스
041830,인바디,의료기기,의료기기/기기
079940,가비아,IT,IT/서비스
230360,에코마케팅,섬유패션,섬유패션/의류
001390,KG케미칼,화학,화학/제품
011930,신성이엔지,반도체,반도체/장비
054950,제이브이엠,의료기기,의료기기/솔루션
009290,광동제약,제약,제약/전문의약품
053300,한국정보인증,IT,IT/보안
017390,서울가스,에너지,에너지/가스
260970,에스앤디,음식료,음식료/식료품
176750,듀켐바이오,제약,제약/전문의약품
420770,기가비스,반도체,반도체/장비
377450,리파인,IT,IT/서비스
357550,석경에이티,의료기기,의료기기/용품
123890,한국자산신탁,금융,금융/부동산
489460,바이오비쥬,의료기기,의료기기/기기
000540,흥국화재,금융,금융/보험
035600,KG이니시스,IT,IT/결제
068240,다원시스,기계,기계/산업용
151860,KG에코솔루션,금속,금속/철강
034830,한국토지신탁,금융,금융/부동산
002320,한진,유통운수,유통운수/운수
000680,LS네트웍스,섬유패션,섬유패션/잡화
000320,노루홀딩스,지주사,지주사
090710,휴림로봇,기계,기계/자동화
008970,동양철관,금속,금속/철강
475960,토모큐브,의료기기,의료기기/기기
002810,삼영무역,자동차,자동차/부품
018310,삼목에스폼,건자재,건자재/자재
048410,현대바이오,건강미용,건강미용/화장품
334970,프레스티지바이오로직스,바이오,바이오/의약품
010690,화신,자동차,자동차/부품
092730,네오팜,건강미용,건강미용/화장품
029460,케이씨,반도체,반도체/장비
031330,에스에이엠티,전자,전자/유통
003220,대원제약,제약,제약/전문의약품
041020,폴라리스오피스,IT,IT/소프트웨어
009680,모토닉,자동차,자동차/부품
058820,CMG제약,제약,제약/전문의약품
092230,KPX홀딩스,지주사,지주사
267980,매일유업,음식료,음식료/음료
226320,잇츠한불,건강미용,건강미용/화장품
